Engagement	Location	Date	Result	Side 1	Leaders 1	Strength 1	Casualties 1	Side 2	Leaders 2	Strength 2	Casualties 2	Wikipedia Link	lat	lon
Operation Platinum Fox	Pechengsky District|Petsamo, Zapadnaya Litsa River|Litsa River, Rybachy Peninsula	29 June – 21 September 1941	Soviet victory	{{flag|Nazi Germany}}	{{flagicon|Nazi Germany}}	2nd Mountain Division (Wehrmacht)|2nd Mountain Division3rd Mountain Division (Wehrmacht)|3rd Mountain Division2 additional SS regimentsref name=mj834Finnish 14th Infantry RegimentrefNenye et al. (2016); p. 14.&lt;/ref&gt;Finnish ''Ivalo'' Border Guard Battalion27,500 men (initially)ref name=mj81Mann &amp; J&#246;rgensen (2002), p. 81.&lt;/ref&gt;	10,300 overallrefMann &amp; J&#246;rgensen (2002), p. 87.&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{ref label|A|note|a}}	Unknown	https://en.wikipedia.org/wiki/Operation_Platinum_Fox	68.02	34.34
Operation Arctic Fox	Salla, Kestenga, Alakurtti (rural locality)|Alakurtti, Verman River	1 July 1941&nbsp;– 17 November 1941	Stalemate	{{flag|Nazi Germany}}	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	{{sfnp|Ziemke|1959|pp|=|176, 184}}	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	Heavy casualties	https://en.wikipedia.org/wiki/Operation_Arctic_Fox	66.5	28.4
Battle of Smolensk (1941)	Smolensk (Russian SFSR) and surroundings, Soviet Union	{{rp|267}}	German victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	{{sfn|Glantz|2010|p|=|43}}	{{sfn|Stolfi|1993|p|=|164}}	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{sfn|Krivosheev|1997|p|=|116}}	{{sfn|Krivosheev|1997|p|=|116}}	https://en.wikipedia.org/wiki/Battle_of_Smolensk_(1941)	54.7903112	32.0503663
Battle of Uman	Uman, Western Ukraine	15 July–8 August 1941	Axis victory	{{flag|Nazi Germany|name|=|Germany}}	{{flagicon|Nazi Germany}}	400,000 , 600 tanks	{{efn|Estimated losses: July 20 - August 10, 194 (17A, 1TA)|sfn|Freier|2009}}	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	300,000 , 317 tanks and 858 guns	'''Total: 203,000''' , Killed or wounded: 100,000 , Captured: 103,000 , Captured or Destroyed: 317 tanks	https://en.wikipedia.org/wiki/Battle_of_Uman	48.7699292	30.2154406
Siege of Odessa (1941)	Odessa region, Ukrainian SSR, Soviet Union	8 August – 16 October 1941 (2 months, and 8 days)	Axis victory, subsequent 1941 Odessa massacre	{{flagcountry|Kingdom of Romania}}	{{flagicon|Romania}}	160,000 men (initially)refAxworthy (1995), p. 50.&lt;/ref&gt;, 340,223 men (total)	"92,545 overall17,729 dead63,345 wounded11,471 missing19 tanks90 artillery pieces20 aircraftref name=""worldwar2.ro""{{cite web|url=http://www.worldwar2.ro/operatii/?article=7|title=The Battle of Odessa - 1941|publisher=WorldWar2.ro}}&lt;/ref&gt;"	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	34,500 men (initial)ref name=glantzGlantz (1995), p. 293&lt;/ref&gt;240 artillery pieces, 120,000+ men (total)	'''Low estimate:''' 41,268 overallref name=glantz16,578 dead/missing24,690 wounded1 armored train151 aircraft'''High estimate:''' 60,000 overallref name=AxworthyAxworthy, Mark. Third Axis Fourth Ally: Romanian Armed Forces in the European War, 1941&#8211;1945. p. 58.&lt;/ref&gt;,  1 destroyer damaged, 1 submarine chaser sunk, 1 submarine lightly damaged	https://en.wikipedia.org/wiki/Siege_of_Odessa_(1941)	46.482526	30.7233095
Battle of Kiev (1941)	East and South of Kiev, Ukrainian SSR, Soviet Union	23 August – 26 September 1941	German victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	500000	{{efn|Estimated losses: 20 August - 30 September 1941 (17A, 1TA, 2TA, 6A, 2A)|citation needed|date|=|January 2017}}	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{sfn|Glantz|1995|p|=|293}}	{{sfn|Glantz|1995|p|=|293}}	https://en.wikipedia.org/wiki/Battle_of_Kiev_(1941)	50.4501	30.5234
Soviet evacuation of Tallinn	Gulf of Finland	27–31 August 1941	Finnish–German victory	{{flag|Finland}}	Unknown	Numerous minefields, Numerous bomber aircraft, Coastal batteries, Numerous torpedo boats	Unknown	{{flag|Soviet Union|1923}}	Admiral Vladimir Tributz, Marshal Kliment Voroshilov	1 cruiser, 30,000	12,000+ dead (civilian and military), 28 large transports and auxiliary ships, 16 warshipsref name=siege, 6 small transports, 34 merchant vessels sunk	https://en.wikipedia.org/wiki/Soviet_evacuation_of_Tallinn	59.9124514	26.2623374
Yelnya Offensive	Yelnya, Soviet Union	August 30 – September 8, 1941	Soviet tactical victory	Image:Flag of Germany 1933.svg|20px Nazi Germany|Germany	Image:Flag of Germany 1933.svg|20px Fedor von Bock		{{sfn|Glantz|House|2015|p|=|90}}	Image:Flag of the Soviet Union.svg|20px Soviet Union	{{KIA}}	{{sfn|Glantz|House|1995|p|=|293}}	{{sfn|Glantz|House|1995|p|=|293}}	https://en.wikipedia.org/wiki/Yelnya_Offensive	54.5790844	33.1787071
Battle of the Sea of Azov	Sea of Azov	September 1941 – August 1942	Axis victory	{{flagcountry|Nazi Germany}}			Unknown	{{flag|Soviet Union|1923}}			Unknown human losses, 3 gunboats scuttled	https://en.wikipedia.org/wiki/Battle_of_the_Sea_of_Azov	46.1564897	36.5866144
Siege of Leningrad	Saint Petersburg|Leningrad, Russian SFSR, Soviet Union	{{Age in years, months, weeks and days|month1|=|09|day1|=|08|year1|=|1941|month2|=|01|day2|=|27|year2|=|1944}}	Soviet victory	{{flagcountry|Nazi Germany}}	{{Flagicon|Nazi Germany}}	725000	{{Flagicon|Nazi Germany}}	{{Flag|Soviet Union|1923}}	{{Flagicon|Soviet Union|1923}}	930000	{{Flagicon|Soviet Union}}	https://en.wikipedia.org/wiki/Siege_of_Leningrad	59.9342802	30.3350986
Sinyavino Offensive (1942)	Southern shore of Lake Ladoga, near present-day Sinyavino, Leningrad Oblast|Sinyavino and Saint Petersburg, Russia	August 19 – October 10, 1942	Indecisive. Soviet offensive defeated, German offensive cancelled.	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	18th Army (Wehrmacht)|18th Army, '''Reinforcements:''', 11th Army (Wehrmacht)|11th Army	"(Only between August 28–September 30), 5,893 dead, , '''Total''' 26,000ref name=""Glantz p. 226""Glantz p. 226&lt;/ref&gt;refIsayev p. 142, only between August 28&#8211;September 30&lt;/ref&gt;"	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	2nd Shock Army, 8th Army (Soviet Union)|8th Army, Elements of Leningrad Front, Total 190,000 men	40,085 dead and missing, (including 12,000 captured), 73,589 wounded and sick , '''Total''' 113,674refGlantz (1995), p. 295&lt;/ref&gt;	https://en.wikipedia.org/wiki/Sinyavino_Offensive_(1942)	60.8664587	31.5103505
Operation Iskra	Southern shore of Lake Ladoga, near (Leningrad) present-day Saint Petersburg, Russia.	January 12–30, 1943.	Soviet strategic victory.	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	"700 artillery pieces, 50 tanks, ref name=""Isayev450"" "	"12,000 killed, 32,570 woundedref name=""Glantz285""Glantz p. 285&lt;/ref&gt;"	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	"4600 artillery pieces, 500 tanks, 900 aircraftref name=""Isayev450"" "	33,940 dead and missing,  71,142 wounded and sick. In all 115,000refhttp://lib.ru/MEMUARY/1939-1945/KRIWOSHEEW/poteri.txt&lt;/ref&gt;	https://en.wikipedia.org/wiki/Operation_Iskra	59.9342802	30.3350986
Battle of Bryansk (1941)	Bryansk, Soviet Union	30 September–21 October 1941	German victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	unknown	unknown	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	Unknown	80,000 killed or missing50,000 captured	https://en.wikipedia.org/wiki/Battle_of_Bryansk_(1941)	53.2635306	34.41611
Crimean Campaign	Crimea, Soviet Union	18 October–16 November 1941	Axis victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}		30,000 dead wounded or missing	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}		65,000 captured212 Vehicles destroyed672 guns, 1 cargo ship sunk	https://en.wikipedia.org/wiki/Crimean_Campaign	45.3453029	34.4997274
First Battle of Kharkov	Kharkiv#German occupation|Kharkov, Ukrainian SSR, Soviet Union	20–24 October 1941	German victory	{{flagcountry|Nazi Germany}}	{{flagicon|Nazi Germany}}	Two divisions1 Sturmgeschütz-Abteilung10,000–30,000 men (est.)12 StuG III	unknown	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	One divisionrefAccording to Glantz 2001, p. 247-248, the strength of the weakened Southwestern Front on 30 September was 147,110 men, mostly survivors from the battle of Kiev. Re&#239;nforcements sent after this date include several NKVD divisions and brigades fighting as regular ground units.&lt;/ref&gt;	unknown, butrefAccording to Glantz 2001, p. 248, the losses of the Southwestern Front from 30 September to 30 November numbered 96,509 men, including 75,720 irrecoverable (dead, missing or captured) and 20,789 sick and wounded.&lt;/ref&gt;probably higher	https://en.wikipedia.org/wiki/First_Battle_of_Kharkov	49.9935	36.230383
Battle at Borodino Field	Borodino (village), Mozhaysky District, Moscow Oblast|Borodino, Russian SFSR	13 October 1941&nbsp;– 18 January 1942	German victory in October, Soviet victory in January	{{flagcountry|Nazi Germany}}	Günther von Kluge	2nd SS Division Das Reich10th Panzer Division (Wehrmacht)|10th Panzer Division18th Panzer Brigade19th Panzer Brigade		{{flag|Soviet Union|1923}}	Dmitri Danilovich Lelyushenko|Dmitry Lelyushenko	32nd Rifle Division (Soviet Union)|32nd Rifle Division82nd Rifle Division36th Motorcycle Regiment509th Anti-Tank Regiment		https://en.wikipedia.org/wiki/Battle_at_Borodino_Field	55.529267	35.8233939
Siege of Sevastopol (1941–42)	Sevastopol, Russian SFSR, Soviet Union	30 October 1941 – 4 July 1942	Axis victory	{{flagcountry|Nazi Germany}}	{{Flagicon|Nazi Germany}}	On 6 June 1942:, 203,800 men, 1,300 guns and howitzers, 720 mortars, 600 aircraftrefHayward 1998, p. 90.&lt;/ref&gt;	{{Flagicon|Nazi Germany}}	{{flag|Soviet Union|1923}}	{{Flagicon|Soviet Union|1923}}	June 1942:, 118,000 men, 600 guns and howitzers, 2,000 mortarsrefHayward 1998, p. 90.&lt;/ref&gt;	"June–July 1942:95,000 captured (one-third wounded)5,000 woundedat least 18,000 killedref name=""Forczyk 2008, p. 90"" "	https://en.wikipedia.org/wiki/Siege_of_Sevastopol_(1941–42)	53.4555433	35.1871219
Battle of the Kerch Peninsula	Crimean Peninsula, Russian SFSR, Soviet Union	26 December 1941 – 19 May 1942 (4 months, and 23 days)	Axis victory	{{flag|Nazi Germany|name|=|Germany}}	{{flagicon|Nazi Germany}}	{{flagicon|Nazi Germany}}	11,992+	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	162,862 killed or captured	https://en.wikipedia.org/wiki/Battle_of_the_Kerch_Peninsula	45.3453029	34.4997274
Battle of Moscow	Moscow Oblast, Russian Soviet Federative Socialist Republic|Russian SFSR, Soviet Union| USSR	{{Age in years, months, weeks and days|month1|=|10|day1|=|02|year1|=|1941|month2|=|01|day2|=|07|year2|=|1942}}	Strategic victory|Strategic Soviet victory*German operational and tactical failure*Eventual failure of Operation Barbarossa	{{flagcountry|Nazi Germany}}	Walther von Brauchitsch / Adolf Hitler, Fedor von Bock, Albert Kesselring	{{sfn|Zetterling|Frankson|2012|p|=|253}}	174,000–400,000(see #Casualties|§7)	{{flag|Soviet Union|1923}}	Joseph Stalin, Georgy Zhukov, Aleksandr Vasilevsky	"'''As of 1 October 1941:''', 1,250,000–1,400,000 men,, 3,232 tanks,7,600 guns,Initial aircraft: 936 (545 serviceable)ref name=""Bergstr&#246;m"" At time of counter offensive: 1,376ref name=""Bergstr&#246;m_2"""	650,000–1,000,000(see #Casualties|§7)	https://en.wikipedia.org/wiki/Battle_of_Moscow	55.755826	37.6173
Battles of Rzhev	Rzhev and Velikie Luki salients, Russian SFSR	8 January 1942 – 31 March 1943	StalemateThe Germans abandon the Rzhev salient	{{flag|Soviet Union|1923}}	Georgy ZhukovIvan KonevVasily SokolovskyDmitry Lelyushenko	'''Total''': 2,100,000'''Initial''':668,000 men2,000 tanks'''Earmarked for Operation Jupiter''':415,000 men1,265 tanks	"'''Soviet sources''':362,664–433,000 killed, 768,233 wounded or sick refhttp://actualhistory.ru/isaev-rzhev2 A. V. Isayev's estimates on Rzhev]&lt;/ref&gt;refhttp://rus-sky.com/history/library/w/w06.htm#_Toc536603371 Krivosheev, Grigoriy (2001). ""Soviet Casualties and Combat Losses in the Twentieth Century""]&lt;/ref&gt;"	{{flagcountry|Nazi Germany}}	Fedor von BockGünther von KlugeLudwig KüblerWalter Model	'''Total''': 1,659,00013,000 guns and mortars1,100 tanks 850 aircraft.ref{{cite book|last=Lopuhovskiy|first=L.N.|title = 1941. Vyazemskaya disaster |language=Russian|edition = 2nd, Revised|publisher=Yauza Eksmo| year=2008| ISBN=978-5-699-30305-2|url=http://militera.lib.ru/h/0/pdf/lopuhovsky_ln01.pdf}}&lt;/ref&gt;ref{{cite book|last=Isaev|first=Alexei V.|author-link=Alexei V. Isaev|title = Boilers 41st. The history of the Second World War, we did not know|language=Russian|publisher=Yauza Eksmo|year=2005|ISBN=5-699-12899-9|url=http://militera.lib.ru/h/isaev_av5/index.html}}&lt;/ref&gt;	"'''Soviet sources''': , 330,000 irrecoverable losses450,000 wounded.ref name=""militera.lib.ru""http://militera.lib.ru/research/myagkov/02.html]  &#1052;&#1103;&#1075;&#1082;&#1086;&#1074; &#1052;&#1080;&#1093;&#1072;&#1080;&#1083; &#1070;&#1088;&#1100;&#1077;&#1074;&#1080;&#1095; ""&#1042;&#1077;&#1088;&#1084;&#1072;&#1093;&#1090; &#1091; &#1074;&#1086;&#1088;&#1086;&#1090; &#1052;&#1086;&#1089;&#1082;&#1074;&#1099;, 1941&#8211;1942"" &#8212; &#1043;&#1083;&#1072;&#1074;&#1072; II. &#1055;&#1086;&#1074;&#1086;&#1088;&#1086;&#1090;&lt;/ref&gt;"	https://en.wikipedia.org/wiki/Battles_of_Rzhev	56.2583967	34.3283487
Toropets–Kholm Offensive	Northwestern Russia	9 January – 6 February 1942	Soviet victory	{{flagcountry|Nazi Germany}}	{{Flag icon|Nazi Germany}}	Unknown	Soviet estimate:12,000 overallref{{cite web|url=http://war1960.narod.ru/sww/toropez.html|title=&#1054;&#1089;&#1086;&#1073;&#1077;&#1085;&#1085;&#1086;&#1089;&#1090;&#1080; &#1058;&#1086;&#1088;&#1086;&#1087;&#1077;&#1094;&#1082;&#1086;-&#1061;&#1086;&#1083;&#1084;&#1089;&#1082;&#1086;&#1081; &#1085;&#1072;&#1089;&#1090;&#1091;&#1087;&#1072;&#1090;&#1077;&#1083;&#1100;&#1085;&#1086;&#1081; &#1086;&#1087;&#1077;&#1088;&#1072;&#1094;&#1080;&#1080;|website=war1960.narod.ru|accessdate=8 May 2017}}&lt;/ref&gt;	{{flag|Soviet Union|1923}}	{{Flag icon|Soviet Union|1923}}	122100	10,400 killed or missing18,810 wounded29,200 overallref name=glantzGlantz &amp; House (1995), p. 295&lt;/ref&gt;	https://en.wikipedia.org/wiki/Toropets–Kholm_Offensive	58.2465253	31.2723664
Demyansk Pocket	Demyansk, Russian SSR, Soviet Union	8 February – 20 May 1942	{{sfn|Glantz|2001|p|=|31}}	{{flagcountry|Nazi Germany}}	Walter von Brockdorff-Ahlefeldt, Walther von Seydlitz-Kurzbach	{{sfn|Hayward|1997|p|=|24}}	"'''16th Army''' (10.01. - 31.05.1942):, 11,777 KIA and 2,739 MIA , 40,000 WIA , ''Total:'' '''55,000'''ref name=""http://ww2stats.com/cas_ger_okh_dec42.html""{{cite web |url=http://ww2stats.com/cas_ger_okh_dec42.html |title=Archived copy |accessdate=2015-03-24 |deadurl=yes |archiveurl=https://web.archive.org/web/20151228032412/http://ww2stats.com/cas_ger_okh_dec42.html |archivedate=2015-12-28 |df= }} &lt;/ref&gt;"	{{flag|Soviet Union|1923}}	Pavel Kurochkin	400,000 (initial)	"'''Northwestern Front''' (07.01. - 20.05.1942):, 88,908 KIA and MIA , 156,603 WIA , ''Total:'' '''245,500'''ref name=""http://lib.ru/MEMUARY/1939-1945/KRIWOSHEEW/poteri.txt""{{cite web|url=http://lib.ru/MEMUARY/1939-1945/KRIWOSHEEW/poteri.txt |title=&#1062;.&#1058;.&#1049;&#1087;&#1093;&#1073;&#1085;&#1100;&#1077;&#1077;&#1073; (&#1054;&#1085;&#1076; &#1055;&#1077;&#1076;&#1102;&#1081;&#1078;&#1093;&#1077;&#1080;). &#1055;&#1085;&#1103;&#1103;&#1093;&#1098; &#1061; &#1071;&#1103;&#1103;&#1087; &#1041; &#1041;&#1085;&#1080;&#1084;&#1102;&#1091; Xx &#1041;&#1077;&#1081;&#1102;: &#1054;&#1085;&#1088;&#1077;&#1087;&#1093; &#1041;&#1085;&#1085;&#1087;&#1089;&#1092;&#1077;&#1084;&#1084;&#1096;&#1091; &#1071;&#1093;&#1082; |website=Lib.ru |date= |accessdate=2017-06-23}}&lt;/ref&gt;"	https://en.wikipedia.org/wiki/Demyansk_Pocket	57.6437016	32.4624195
Second Battle of Kharkov	Izium/Barvenkovo area, Kharkov Oblast, Ukrainian SSR, Soviet Union	12–28 May 1942 (16 days)	Axis victory	{{flag|Nazi Germany|name|=|Germany}}	{{flagicon|Nazi Germany}}	350,000 men, 1,000 tanks,  ~700 aircraft	"~20,000 overallref name=""Moskalenko218""ref name=glantz2ref name=""Beevor67"" , 49 aircraftref name=""Hayward 1997, p. 27""Hayward 1997, p. 27.&lt;/ref&gt; , 12 airmen killedref name=""Hayward 1997, p. 27"", 98 airmen missingref name=""Hayward 1997, p. 27"""	{{flag|Soviet Union|1923}}	{{flagicon|Soviet Union|1923}}	"765,300 menref name=glantzGlantz (1995), p. 295&lt;/ref&gt;, 1,176 tanks, 300 self-propelled cannons.ref name=""Moskalenko1-5""http://militera.lib.ru/memo/russian/moskalenko-1/05.html &#1052;&#1086;&#1089;&#1082;&#1072;&#1083;&#1077;&#1085;&#1082;&#1086; &#1050;&#1080;&#1088;&#1080;&#1083;&#1083; &#1057;&#1077;&#1084;&#1105;&#1085;&#1086;&#1074;&#1080;&#1095; &#1053;&#1072; &#1070;&#1075;&#1086;-&#1047;&#1072;&#1087;&#1072;&#1076;&#1085;&#1086;&#1084; &#1085;&#1072;&#1087;&#1088;&#1072;&#1074;&#1083;&#1077;&#1085;&#1080;&#1080;. &#1042;&#1086;&#1089;&#1087;&#1086;&#1084;&#1080;&#1085;&#1072;&#1085;&#1080;&#1103; &#1082;&#1086;&#1084;&#1072;&#1085;&#1076;&#1072;&#1088;&#1084;&#1072;. &#1050;&#1085;&#1080;&#1075;&#1072; I. &#8212; &#1052;.: &#1053;&#1072;&#1091;&#1082;&#1072;, 1969 &#8211; &#1055;&#1086;&#1076; &#1061;&#1072;&#1088;&#1100;&#1082;&#1086;&#1074;&#1086;&#1084; &#1074; &#1084;&#1072;&#1077; 1942 &#1075;&#1086;&#1076;&#1072;] {{webarchive|url=https://web.archive.org/web/20091223184940/http://militera.lib.ru/memo/russian/moskalenko-1/05.html |date=2009-12-23 }}&lt;/ref&gt;, 13,000 guns and mortarsrefHayward 1998, p. 120.&lt;/ref&gt;, 926 aircraftrefBergstr&#246;m 2007, p. 36.&lt;/ref&gt;"	"277,190 overall, 170,958 killed, missing or captured, 106,232 woundedref name=glantzref name=glantz2Glantz (1998), p. 218&lt;/ref&gt;, 2,086 guns, 1,250 tanksref name=glantz2, 542 aircraftref name=""Hayward 1997, p. 27"""	https://en.wikipedia.org/wiki/Second_Battle_of_Kharkov	48.9014667	37.0181437
Case Blue	Voronezh, Rostov to Stalingrad, Kuban, Caucasus, Southern Russia, Soviet Union	28 June – 24 November 1942	Axis operational failure, Soviet strategic victory	{{plainlist|*'''|flagcountry|Nazi Germany|'''*|flagcountry|Kingdom of Italy|*|flagcountry|Kingdom of Romania|*|flagcountry|Kingdom of Hungary|*|flagicon|Independent State of Croatia| Independent State of Croatia|Croatia*|flagcountry|Slovak Republic (1939–1945)|ref|Holt (2009), p. 47.|}}	{{plainlist|*|flagicon|Nazi Germany| Adolf Hitler|ref label|A|a|a|*|flagicon|Nazi Germany| Fedor von Bock*|flagicon|Nazi Germany| Maximilian von Weichs*|flagicon|Nazi Germany| Wilhelm List*|flagicon|Nazi Germany| Erich von Manstein*|flagicon|Nazi Germany| Paul Ludwig Ewald von Kleist|Paul von Kleist*|flagicon|Nazi Germany| Alexander Löhr*|flagicon|Nazi Germany| Wolfram Freiherr von Richthofen|W. von Richthofen*|flagicon|Kingdom of Italy| Italo Gariboldi*|flagicon|Kingdom of Romania| Petre Dumitrescu}}	{{unbulleted list| '''1,300,000 personnel'''|unbulleted list|1 million Germans|300,000 German allies||1,900 tanks|ref label|B|b|b|ref| name=A2425|Antill (2007), pp. 24–25.|||1,610 aircraft|ref| name=H129}}	{{ref label|C|note|c}}	{{flag|Soviet Union|1923|name|=|'''Soviet Union'''}}	{{plainlist|*|flagicon|Soviet Union|1923| Joseph Stalin*|flagicon|Soviet Union|1923| Aleksandr Vasilevsky*|flagicon|Soviet Union|1923| Georgy Zhukov*|flagicon|Soviet Union|1923| Dmitri Timofeyevich Kozlov|Dmitri Kozlov*|flagicon|Soviet Union|1923| Ivan Tyulenev*|flagicon|Soviet Union|1923| Semyon Budyonny|Semyon M. Budenny*|flagicon|Soviet Union|1923| Filipp Golikov*|flagicon|Soviet Union|1923| Rodion Malinovsky*|flagicon|Soviet Union|1923| Andrey Yeryomenko*|flagicon|Soviet Union|1923| Konstantin Rokossovsky|K. Rokossovsky*|flagicon|Soviet Union|1923| Semyon Timoshenko}}	{{unbulleted list|'''Initially: 2,700,000 personnel'''|unbulleted list|1,700,000 men|1,000,000 reserve||3,720 tanks|ref| name=A29||c. 1,671 aircraft|ref|Bergström 2007, pp. 49–50.|}}	{{unbulleted list|'''2,226,416'''|1,111,681 killed and missing|1,114,735 wounded and sick|ref label|D|note|d|ref|Glantz (1995), p. 295.|}}	https://en.wikipedia.org/wiki/Case_Blue	43.5851814	45
